grade,race,count,,
<chr>,<fctr>,<int>,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
C,sumblack,2140,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
D,sumblack,1372,,
